Attrition_Flag,Total_Trans_Ct,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Custom_Utilization_Ratio
0.0,-0.9482184264583126,-1.441108558063322,3.723476228326784,-0.44951121502236363,-0.8714911958648095,0.6912575816657939,-1.3289797094380902,1.324073146550548,-0.8707019785253577
0.0,-1.397881882680933,-1.3501585603621482,12.217967137794428,-0.34307111848233224,-0.7160624541196644,1.361094349943574,-1.3289797094380902,0.4570932813141365,-0.7172971471677191
0.0,-2.0473957638913842,-0.9814089098186133,6.602413310137743,-1.4001313875695405,-1.0869719514660336,0.021420813388013677,-1.3289797094380902,-0.48866739242064566,-1.0869776424286794
0.0,-2.0473957638913842,-1.4244034564447392,6.602413310137743,1.679290715778264,1.5977063150410205,-0.6484159548897664,1.6191484268692655,-0.5091934095231988,1.5967859605735244
0.0,-1.647694913915722,-1.6440446073557373,7.2814846274575595,-1.4001313875695405,-1.0869719514660336,0.6912575816657939,-1.3289797094380902,-0.23492672385765534,-1.0869776424286794
0.0,-1.8475453389035532,-1.4757561762351978,0.5558321792720703,0.12550999617090935,0.011626654959879265,-0.6484159548897664,-1.3289797094380902,-0.37293975313767935,0.011533736559719341
0.0,-1.8475453389035532,-1.3136548197882076,1.922107404538288,1.679290715778264,-0.6878026828932743,0.6912575816657939,-0.3462703306689717,3.212662205862605,-0.6891918148055461
0.0,-1.4478444889278907,-1.2573524402589096,0.7022188105505938,0.6515932319434783,-0.5782960693910129,1.361094349943574,0.6364390481001468,1.1217452636825243,-0.5787409651865347
0.0,-0.9482184264583126,-1.4058422324240913,-0.11917284273445373,0.3946688609847818,-0.3204256569502037,0.6912575816657939,0.6364390481001468,0.16230057854603985,-0.3190195537464223
0.0,-1.7476201264096376,-1.3359282886129848,2.66217315155749,0.541482787246894,-0.47232192729205025,1.361094349943574,-0.3462703306689717,0.6211059322573945,-0.4705860554178658
0.0,-2.1972835826322576,-1.196719108458127,10.331206112426797,-1.4001313875695405,-1.0869719514660336,-0.6484159548897664,3.5845671844075024,1.1403164220134057,-1.0869776424286794
0.0,-1.397881882680933,-1.3377844110150496,5.248336970811402,0.6381352887027847,-0.3981400278227763,0.6912575816657939,-1.3289797094380902,0.5139796715697837,-0.3984144995555753
0.0,-1.5977323076687642,-1.1775391769701242,-0.3997472193516237,-0.568185805417571,-0.10141242994568081,0.6912575816657939,-0.3462703306689717,-0.6806345237988094,-0.10089319813909835
0.0,-1.6976575201626798,-1.3148922347229175,4.028448376823707,-0.21093858484643122,-0.27450352870731987,0.6912575816657939,-1.3289797094380902,-0.3291509166522327,-0.2760205239618081
0.0,-1.9974331576444266,-1.5128786242764933,3.723476228326784,0.17934176913368385,-0.7513871681526518,0.021420813388013677,1.6191484268692655,1.489063226879642,-0.750039279593377
0.0,-1.5477697014218064,-1.3223167243311766,1.763521887319888,1.679290715778264,1.6966155143333856,-1.3182527231675467,-0.3462703306689717,-0.5326517147832596,1.6976477307769073
0.0,-1.9974331576444266,-1.4021299876199618,0.8120087840094864,0.015399551474325179,-0.8043742392021331,1.361094349943574,-1.3289797094380902,1.6718425220309487,-0.8045239171628467
0.0,-1.6976575201626798,-1.4200725041732547,0.8933346902753327,0.8020775063621434,-0.7831794107823407,0.6912575816657939,-0.3462703306689717,2.944260096512077,-0.7838886239361108
1.0,-2.2472461888792155,-1.7207643333077478,-0.4444764677978392,-1.4001313875695405,-1.0869719514660336,-1.3182527231675467,0.6364390481001468,-0.8756707834484977,-1.0869776424286794
